sample_plot_id,longitude,latitude,起源,郁闭度,林分密度（株每公顷）,平均树高（米）,平均胸径（厘米）,龄组,tree_species_composition,tip1,tip2
43-412222-Y-01382,110.7136092,28.84328153,天然,0.4,330,14.7,22.8,中龄林,10马尾松,针叶林,马尾松林
43-411335-Y-01969,110.22372833719305,28.48058061330471,天然,0.25,405,14.3,22.8,幼龄林,9柏木 1其它软阔类,针叶林,柏木林
43-423231-N-01175,109.659168,26.147547,人工,0.55,1215,16,24.3,近熟林,7杉木 3其它硬阔类,针叶林,杉木林
43-411263-Y-01735,110.46849384351611,28.626033216259998,天然,0.65,1200,11.5,16.8,幼龄林,5马尾松 3枫香 1杉木 1青冈,针阔混交林,针叶针阔混交林
43-411262-Y-02565,110.47119279302228,28.120982182693368,天然,0.6,510,12.3,20.7,幼龄林,6栎类 3水、胡、黄 1枫香,阔叶林,栎类林
43-411262-Y-01854,110.6322105,28.55504066,天然,0.55,1020,11.6,12.9,幼龄林,4枫香 3其它软阔类 2其它硬阔类 1栎类,阔叶林,枫香林
43-421131-Y-05840,109.722378,25.913457,人工,0.8,2790,6.3,8.6,幼龄林,7杉3阔,针叶林,杉木林
43-412149-N-01145,109.97842689968172,26.2587164682904,天然,0.8,2655,8.5,11,中龄林,7其它硬阔类 3栎类,阔叶林,其他难燃阔叶林
43-422231-Y-05347,109.59872,26.309908,人工,0.65,1965,9.7,12.8,中龄林,8杉木 2其它软阔类,针叶林,杉木林
43-423231-Y-05457,109.83885,26.205734,人工,0.65,1965,12.3,14.8,近熟林,10杉木,针叶林,杉木林
43-412266-Y-05292,109.95839164481059,26.34856862079627,天然,0.65,4035,13,8.9,壮龄竹,8竹2阔,竹、灌,竹、灌
43-411162-Y-05458,109.918928,26.240494,天然,0.75,2265,10.1,9.2,幼龄林,8其它硬阔类 2泡桐,阔叶林,其他难燃阔叶林
43-432161-Y-05503,109.720022,26.203,人天混,0.7,2520,8.7,11.4,中龄林,6杉木 3马尾松 1其它硬阔类,针叶林,杉木林
43-422161-Y-05504,109.799646025144,26.20330894834933,人工,0.75,2595,13.3,13.5,中龄林,6杉木 2马尾松 2木荷,针叶林,杉木林
43-413241-Y-05502,109.639115,26.201495,天然,0.65,960,12.1,18,近熟林,10阔,阔叶林,其他难燃阔叶林
43-431263-Y-05351,109.919875,26.3116,人天混,0.5,1845,8.8,9.3,幼龄林,5阔5杉,针阔混交林,针叶针阔混交林
43-422231-Y-05687,109.72166888621018,26.058592550206072,人工,0.6,975,11.3,16.2,中龄林,8杉木 2柳杉,针叶林,杉木林
43-411249-Y-05114,109.9172865,26.45724322,天然,0.65,2295,12.2,13.6,幼龄林,7阔3松,阔叶林,其他难燃阔叶林
43-411241-Y-01498,110.46797616406877,28.77087191500692,天然,0.5,1080,9.4,11.3,幼龄林,9栎类 1其它硬阔类,阔叶林,栎类林
43-424231-Y-03479,110.27171958390811,27.506168589071795,人工,0.65,1365,12.1,16.4,成、过熟林,8杉木 1樟木 1其它硬阔类,针叶林,杉木林
43-412262-Y-02156,110.5921064,28.37360725,天然,0.5,1410,12.1,14.1,中龄林,6其它软阔类 2檫木 1杉木 1其它硬阔类,阔叶林,其他难燃阔叶林
43-413263-Y-04325,109.91299,26.962641,天然,0.6,900,14.8,30.5,近熟林,5马尾松 3其它硬阔2其它软阔,针阔混交林,针叶针阔混交林
43-421131-Y-04540,109.673009,26.816295,人工,0.7,1665,8.6,11.2,幼龄林,10杉木,针叶林,杉木林
43-422122-N-00656,110.009269,27.89048,人工,0.7,1695,11.2,15.5,中龄林,10马,针叶林,马尾松林
43-422222-Y-03574,109.13980786804672,27.423299415329666,人工,0.56,1320,7.3,11.1,中龄林,10马尾松,针叶林,马尾松林
43-421263-Y-03482,110.51486973087056,27.507516783578666,人工,0.45,1395,8.2,10.2,幼龄林,10针阔混,针阔混交林,针叶针阔混交林
43-423322-N-00327,110.69227239105805,28.752712188216947,人工,0.35,1050,12.5,15.2,近熟林,9马尾松 1栎类,针叶林,马尾松林
43-424231-Y-03480,110.352616,27.506789,人工,0.6,1125,12.3,16.1,成、过熟林,8杉1松1阔,针叶林,杉木林
43-432263-Y-03694,109.868818,27.359306,人天混,0.5,975,10,10.9,中龄林,5杉木 3樟木 1栎类 1杨梅,针阔混交林,针叶针阔混交林
43-424261-N-00338,110.405505,28.715611,人工,0.5,930,16.5,20.4,成、过熟林,5马尾松 4杉木 1其它软阔类,针叶林,马尾松林
43-424231-Y-01326,110.9185948,28.87965889,人工,0.65,1935,7.7,11.3,成、过熟林,6杉木 2檫木 1栎类 1其它软阔类,针阔混交林,针叶针阔混交林
43-411261-Y-02392,110.5119723,28.22853381,天然,0.6,2070,8.6,12.5,幼龄林,6马尾松 2其它软阔类 1栎类 1其它硬阔类,针阔混交林,针叶针阔混交林
43-411362-Y-01914,110.6733598,28.5187613,天然,0.3,330,7.5,9.8,幼龄林,4其它软阔类 4枫香 2其它硬阔类,阔叶林,枫香林
43-412249-N-00274,110.60982762074815,28.89685902862135,天然,0.6,1980,10.4,15.6,中龄林,6其它硬阔类 3杉木 1栎类,针阔混交林,针叶针阔混交林
43-422161-Y-04541,109.752863,26.81648,人工,0.75,2085,5.3,10.9,中龄林,5马尾松 4杉木 1其它软阔类,针叶林,马尾松林
43-411262-N-00384,110.611071,28.571516,天然,0.4,855,10,15.7,幼龄林,5板栗 3枫香 2马尾松,阔叶林,其他难燃阔叶林
43-411162-N-00305,110.363861,28.823559,天然,0.75,1695,12.3,15.5,幼龄林,4枫香 3其它硬阔类 3其它软阔类,阔叶林,枫香林
43-412262-N-00477,110.57102451936612,28.355377840714823,天然,0.6,1590,12.8,13.9,中龄林,5其它硬阔类 2其它软阔类 2栎类 1杉木,阔叶林,其他难燃阔叶林
43-422231-Y-03534,110.39260977700918,27.469122512012405,人工,0.6,750,10.1,13.5,中龄林,8杉木 1樟木 1檫木,针叶林,杉木林
43-422231-Y-03478,110.189589,27.505122,人工,0.6,2685,11.6,12.8,中龄林,10杉木,针叶林,杉木林
43-421231-N-00737,110.371645,27.560543,人工,0.5,1380,8.6,12.2,幼龄林,9杉木 1檫木,针叶林,杉木林
43-412162-Y-03477,110.10976,27.50536,天然,0.75,1560,12.5,14.3,中龄林,6其它硬阔类 2楠木 1栎类 1杉木,阔叶林,其他难燃阔叶林
43-412262-Y-03813,109.950197,27.287995,天然,0.6,990,16,15.1,中龄林,3枫香 4核桃 2其它硬阔类 1油桐,针阔混交林,针叶针阔混交林
43-413162-Y-03481,110.433743,27.507264,天然,0.7,1830,8,14,近熟林,4其它硬阔类 3樟木 2杉木 1樱桃,阔叶林,其他难燃阔叶林
43-422131-N-00760,110.16996,27.451199,人工,0.75,1785,10.4,12.2,中龄林,5杉木 3板栗 1其它硬阔类 1油茶,针阔混交林,针叶针阔混交林
43-422131-Y-03587,110.19144863362959,27.433460142377697,人工,0.8,1560,11.6,14.2,中龄林,9杉木 1马尾松,针叶林,杉木林
43-423231-Y-03533,110.312746,27.470452,人工,0.6,1665,11.3,14.2,近熟林,8杉木 1马尾松 1檫木,针叶林,杉木林
43-423261-Y-03376,110.353466,27.579793,人工,0.5,735,8.6,10.2,近熟林,4杉木 4马尾松 2其它灌木,针叶林,马尾松林
43-422261-Y-03221,110.31083209871332,27.68683429717174,人工,0.5,1230,8.62,14,中龄林,6杉木 3马尾松 1樟木,针叶林,杉木林
43-411262-Y-03054,109.540336,27.789343,天然,0.4,825,7.2,11.1,幼龄林,6其它软阔类3楠木1马尾松,阔叶林,其他难燃阔叶林
43-422222-Y-03005,109.985433,27.82928,人工,0.65,1965,10.5,12.8,中龄林,8马尾松 1柏木 1杉木,针叶林,马尾松林
43-422161-N-00734,109.521255,27.554094,人工,0.75,3705,7.1,9.7,中龄林,5马尾松5杉木,针叶林,马尾松林
43-412222-Y-02569,110.798556,28.118428,天然,0.5,1350,11,16.8,中龄林,9马尾松 1杉木,针叶林,马尾松林
43-412122-Y-02905,110.71589518550792,27.9047272995679,天然,0.71,1725,8.8,11.7,中龄林,8马尾松 2杉木,针叶林,马尾松林
43-423231-Y-05641,109.601612,26.093692,人工,0.65,2040,12.9,14.5,近熟林,10杉木,针叶林,杉木林
43-422131-Y-05112,109.757383,26.456635,人工,0.85,2880,11.5,13.4,中龄林,9杉木 1其它软阔类,针叶林,杉木林
43-422131-N-01140,109.45803508445164,26.254071820658055,人工,0.75,2595,8.8,11.1,中龄林,7杉木 2其它硬阔类 1栎类,针叶林,杉木林
43-414261-Y-05113,109.8372893,26.45672374,天然,0.65,1365,16.2,27.3,成、过熟林,5杉—4松—1阔,针阔混交林,针叶针阔混交林
43-412149-N-01082,109.89678577486539,26.438674211232634,天然,0.75,840,15.3,19.4,中龄林,10阔,阔叶林,其他难燃阔叶林
43-411141-Y-05596,109.560756,26.129295,天然,0.75,2325,7,9.2,幼龄林,8栎类 1其它软阔类 1马尾松,阔叶林,栎类林
43-414261-N-01144,109.898442,26.258191,天然,0.5,1320,15.8,23.5,成、过熟林,6马尾松 2杉木 2阔叶树,针叶林,马尾松林
43-412262-Y-05453,109.519968,26.237405,天然,0.55,1575,11.3,11.8,中龄林,6枫香3其它硬阔类1其它软阔,阔叶林,枫香林
43-412263-Y-05597,109.640534,26.130336,天然,0.65,1560,8.1,14,中龄林,6马尾松 4其它硬阔类,针阔混交林,针叶针阔混交林
43-422131-Y-04707,109.79425100188274,26.708774299492774,人工,0.75,3075,8.5,9.2,中龄林,10杉木,针叶林,杉木林
43-424122-Y-03747,109.424667,27.318447,人工,0.75,1260,12.6,28.5,成、过熟林,8马尾松 2杉木,针叶林,马尾松林
43-424131-Y-04815,109.393003,26.632625,人工,0.75,1485,19.6,22.5,成、过熟林,9杉木 1其它软阔类 ,针叶林,杉木林
43-421131-N-01154,109.498836,26.217926,人工,0.7,3615,6.1,9.1,幼龄林,10杉木,针叶林,杉木林
43-421263-Y-05350,109.838894,26.312023,人工,0.66,3090,8.8,10.2,幼龄林,6杉木 4其它软阔类,针阔混交林,针叶针阔混交林
43-412162-Y-04487,109.793506,26.85347,天然,0.7,1860,8.7,15.6,中龄林,5其它硬阔类 3其它软阔 2杉木,针阔混交林,针叶针阔混交林
43-422161-N-00643,109.881994,27.918387,人工,0.7,3075,10.6,12.8,中龄林,6杉4马,针叶林,杉木林
43-414222-Y-03111,109.822229,27.757001,天然,0.6,1665,18,25.3,成、过熟林,9马尾松1其它硬阔类,针叶林,马尾松林
43-423231-N-00728,109.96632404986062,27.59421195721871,人工,0.55,1035,10.01,15.5,近熟林,7杉木 2阔叶1马尾松,针叶林,杉木林
43-412162-N-00699,110.28971314381711,27.704528238965263,天然,0.78,1770,12.2,16.2,中龄林,4其它硬阔类 5栎类 1杉木,阔叶林,栎类林
43-411249-Y-03062,110.18917733887993,27.79448849313758,天然,0.45,705,9.1,10.5,幼龄林,7其它硬阔类 2杉木 1檫木,阔叶林,其他难燃阔叶林
43-423231-N-00630,110.36936106865573,27.95757463771678,人工,0.56,495,12.9,14.9,近熟林,8杉木 1楠木 1其它硬阔类,针叶林,杉木林
43-424322-Y-02789,110.14677178281472,27.97480821276853,人工,0.32,375,11.3,23.3,成、过熟林,10马尾松,针叶林,马尾松林
43-422263-N-00691,110.0457515,27.73910225,人工,0.65,1995,6.9,9.7,中龄林,3杉木 3马尾松 3栎类 1其它硬阔类,针阔混交林,针叶针阔混交林
43-423222-Y-03743,109.1010979836455,27.314877371081252,人工,0.55,765,11.7,19,近熟林,8马尾松 2杉木,针叶林,马尾松林
43-424261-Y-01438,110.4268080258145,28.806510073266306,人工,0.6,990,9.6,19,成、过熟林,6杉木 3马尾松 1栎类,针叶林,杉木林
43-412263-Y-02216,110.5518058,28.33885782,天然,0.65,1425,12.8,16.3,中龄林,5阔3松2杉,针阔混交林,针叶针阔混交林
43-411167-Y-03322,110.149586,27.614003,天然,0.95,6705,5,2.2,幼龄竹,10散生杂竹类 ,竹、灌,竹、灌
43-421131-Y-04539,109.592665,26.815248,人工,0.85,3570,9.5,10.5,幼龄林,9杉木 1马尾松,针叶林,杉木林
43-412249-N-00896,109.931703,26.980338,天然,0.6,1395,13.8,17.7,中龄林,9其它硬阔类  1其它软阔类,阔叶林,其他难燃阔叶林
43-421131-Y-04165,109.950202,27.071122,人工,0.7,1785,9.2,12.1,幼龄林,8杉木 2马尾松,针叶林,杉木林
43-411262-Y-03053,109.458024,27.788229,天然,0.45,705,7.4,10.2,幼龄林,5其它软阔类4其它硬阔类1杉木,阔叶林,其他难燃阔叶林
43-423222-Y-03060,110.0264782,27.79322496,人工,0.54,630,9.6,17,近熟林,9马尾松 1其它硬阔类,针叶林,马尾松林
43-422161-N-01155,109.81374,26.223038,人工,0.75,2580,13.2,13.7,中龄林,6杉木4马尾松,针叶林,马尾松林
43-432263-Y-05600,109.88123333145313,26.12870014999197,人天混,0.65,3150,7.3,8.6,中龄林,5杉5阔,针阔混交林,针叶针阔混交林
43-413149-Y-03367,109.623429,27.57407035,天然,0.9,975,11.1,15,近熟林,9其它硬阔类 1杉木,阔叶林,其他难燃阔叶林
43-434162-Y-04932,109.47568647739082,26.56141294361692,人天混,0.7,1575,17.3,28.9,成、过熟林,5枫香 3杉木 2核桃,针阔混交林,针叶针阔混交林
43-412263-Y-04708,109.87505291828522,26.70934765065314,天然,0.65,1650,11.4,15.3,中龄林,6阔3杉1马,针阔混交林,针叶针阔混交林
43-422261-Y-03374,110.190678,27.577585,人工,0.65,2115,10.4,13.3,中龄林,5杉木 4马尾松 1檫木,针叶林,马尾松林
43-421231-N-00506,110.489652,28.282927,人工,0.6,1455,9.4,12.8,幼龄林,9杉木 1马尾松,针叶林,杉木林
43-412262-Y-03211,109.500187,27.680322,天然,0.65,2520,10.6,11.2,中龄林,4其他软阔类 2檫木2杉木  1盐肤木 1其他硬阔类,针阔混交林,针叶针阔混交林
43-412263-Y-03108,109.581117,27.753627,天然,0.65,2790,7.5,9,中龄林,4栎类3马尾松2其它软阔类1杉木,阔叶林,栎类林
43-422222-Y-03631,109.25981384021799,27.387498207057604,人工,0.45,765,8.4,13.6,中龄林,10马尾松,针叶林,马尾松林
43-421231-Y-04046,109.14453928663323,27.13533630963974,人工,0.65,1200,7.8,10.6,幼龄林,7杉木 2阔叶树1马尾松,针叶林,杉木林
43-422263-N-00685,110.3298253,27.77668395,人工,0.65,1710,11,10.8,中龄林,5马尾松 3其它硬阔类 2枫香,针阔混交林,针叶针阔混交林
43-432163-Y-03160,109.540532,27.717021,人天混,0.7,2370,8.8,10.8,中龄林,5杉木3檫木1樟木1其它软阔,针阔混交林,针叶针阔混交林
43-412249-N-00876,109.850397,27.05189,天然,0.55,1590,6.6,8.1,中龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-412263-N-00899,110.092853,26.981468,天然,0.65,1650,7.8,8.5,中龄林,6其它硬阔类 3马尾松1杉木,针阔混交林,针叶针阔混交林
43-411262-N-00684,110.08635233252235,27.775522649954794,天然,0.4,1425,9.2,9.1,幼龄林,5其它硬阔类 2栎类 2杉木 1青冈,阔叶林,其他难燃阔叶林
43-423131-N-00742,110.128934,27.523138,人工,0.7,1860,14.5,16.6,近熟林,7杉木 2其它硬阔类 1楠木,针叶林,杉木林
43-422131-N-00814,109.928826,27.268965,人工,0.7,1245,12.1,14.8,中龄林,9杉木 1其它硬阔类,针叶林,杉木林
43-421231-Y-04648,109.593619,26.742752,人工,0.45,660,6.08,9.3,幼龄林,9杉木 1杨梅,针叶林,杉木林
43-422231-Y-03528,109.907783,27.46802666,人工,0.45,1020,8.8,11.2,中龄林,5杉木 2枫香 2湿地松 1其它软阔类,针阔混交林,针叶针阔混交林
43-414162-Y-03371,109.9470023111704,27.576293849937546,天然,0.78,1530,10.4,14.6,成、过熟林,5其它软阔类 3马尾松 2枫香,针阔混交林,针叶针阔混交林
43-422261-N-00857,108.92215258154528,27.113413256467652,人工,0.65,1320,10.1,14,中龄林,5杉木 3马尾松 2其它硬阔类,针叶林,杉木林
43-413262-Y-04878,109.83608002127295,26.601011256233594,天然,0.65,1350,13.4,13.8,近熟林,4木荷 4杉木 1泡桐 1栎类,针阔混交林,针叶针阔混交林
43-411262-Y-03866,109.34433517713478,27.245881877089744,天然,0.51,840,6.2,8.1,幼龄林,3樱桃 3其它软阔类 2栎类1其它硬阔1枫香,针阔混交林,针叶针阔混交林
43-412262-N-01072,109.73587666755954,26.47337310601694,天然,0.65,1125,10.2,12.8,中龄林,5其它硬阔类 3其它软阔类 2泡桐,阔叶林,其他难燃阔叶林
43-423131-Y-03323,110.230949,27.614361,人工,0.7,1140,14.5,17.4,近熟林,7杉木 1其它硬阔类 1其它软阔类 1油桐,针叶林,杉木林
43-412263-Y-01500,110.6319444,28.77083333,天然,0.4,690,10.7,8.8,中龄林,5其它硬阔类 1马尾松 2其它软阔类 2杉木,针阔混交林,针叶针阔混交林
43-422231-Y-04102,108.86202816863712,27.094329690833614,人工,0.45,330,7.5,13,中龄林,9杉木 1其它硬阔类,针叶林,杉木林
43-422131-Y-04820,109.79619442754769,26.63664150881283,人工,0.75,2295,13,15.3,中龄林,9杉木 1其它硬阔类,针叶林,杉木林
43-421335-N-00768,109.11888617511482,27.404884263055692,人工,0.35,435,5.5,6.2,幼龄林,9柏木 1马尾松,针叶林,柏木林
43-422235-Y-02947,109.700949,27.863157,人工,0.5,1260,9.8,12.4,中龄林,7柏木 2马尾松 1其它硬阔类,针叶林,柏木林
43-422235-N-00669,109.923337,27.846533,人工,0.5,1125,9.5,11.8,中龄林,7柏木 2马尾松 1其它软阔类,针叶林,柏木林
43-412262-Y-02566,110.55304817196344,28.121313094212596,天然,0.45,840,8,7.8,中龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-422231-Y-03120,110.55432947440374,27.760323725831313,人工,0.6,2925,11.1,13.3,中龄林,10杉木,针叶林,杉木林
43-412261-Y-01560,110.75477796223322,28.735353492070033,天然,0.5,1260,10.5,11.5,中龄林,4杉木 3其它软阔类 2其它硬阔类 1枫香,针阔混交林,针叶针阔混交林
43-413362-Y-01732,110.22256234097932,28.625477212203634,天然,0.35,465,10.3,13.2,近熟林,9其它阔叶1杉木,阔叶林,其他难燃阔叶林
43-412262-Y-03069,110.75672685558105,27.796653497962787,天然,0.65,3105,7.2,9.1,中龄林,7阔叶混3杉木,阔叶林,其他难燃阔叶林
43-423261-N-00631,110.73520381184963,27.958764727715486,人工,0.63,2250,11.7,13.1,近熟林,10针叶混,针叶林,其他易燃针叶林
43-412122-N-00504,110.32668719465835,28.28220697647083,天然,0.81,1890,11.4,15.4,中龄林,10马尾松,针叶林,马尾松林
43-411262-Y-02509,110.59219892116461,28.157213260808376,天然,0.42,1335,8.9,9.4,幼龄林,7阔叶混3马尾松,阔叶林,其他难燃阔叶林
43-422222-N-00713,110.613386,27.6716,人工,0.4,480,6,12.8,中龄林,7马尾松 3杉木,针叶林,马尾松林
43-422163-Y-03328,110.63584089777582,27.615906366565728,人工,0.75,2895,7.1,9.5,中龄林,10针阔混,针阔混交林,针叶针阔混交林
43-422261-Y-03484,110.675433,27.508533,人工,0.6,1665,11.6,21.2,中龄林,8针叶混 1木荷 1其它灌木,针叶林,其他易燃针叶林
43-423131-N-00761,110.49364437020519,27.452751262507242,人工,0.71,1335,12.4,17.1,近熟林,9杉木 1其它硬阔类,针叶林,杉木林
43-424261-Y-03068,110.67595185511354,27.796668098273884,人工,0.6,2040,10.8,15.1,成、过熟林,10针叶混,针叶林,其他易燃针叶林
43-412262-Y-02394,110.67448881995875,28.229756574225384,天然,0.65,2400,10,11.1,中龄林,9阔叶混1杉木,阔叶林,其他难燃阔叶林
43-411262-N-00532,110.77532885083257,28.21149507779717,天然,0.55,1665,8.5,10,幼龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-412262-Y-01562,110.91800655485866,28.735415668498376,天然,0.42,645,8.7,15.1,中龄林,3其它硬阔类 3栎类 3其它软阔类 1板栗,阔叶林,其他难燃阔叶林
43-421263-Y-01206,110.589896,28.951375,人工,0.45,1125,9.2,13.3,幼龄林,4板栗 2马尾松 1柏木 3其它硬阔类,阔叶林,其他难燃阔叶林
43-424159-Y-01739,110.7966805,28.62681216,人工,0.7,750,15.8,16.1,成、过熟林,8其它软阔类 1枫香 1马尾松,阔叶林,其他难燃阔叶林
43-412262-Y-02277,110.6742078,28.30132558,天然,0.6,2025,9.5,11.2,中龄林,5栎类 3其它软阔类 1其它硬阔类 1楠木,阔叶林,栎类林
43-412262-N-00273,110.569363,28.89683,天然,0.55,2310,10.5,9.2,中龄林,4青冈 3其它软阔类 2马尾松 1栎类,阔叶林,其他难燃阔叶林
43-411262-Y-01321,110.5079592,28.87862881,天然,0.45,705,12.3,15.7,幼龄林,4板栗 3楠木 2其它软阔类 1栎类,阔叶林,其他难燃阔叶林
43-411222-N-00642,109.717732,27.920692,天然,0.45,1620,9,11.9,幼龄林,10马,针叶林,马尾松林
43-421261-Y-02090,110.22641253759868,28.408466111606327,人工,0.6,1350,12,19.8,幼龄林,6马尾松 3柏木 1栎类,针阔混交林,针叶针阔混交林
43-414162-N-00375,110.8968413,28.60763686,天然,0.7,1380,15.6,16.3,成、过熟林,7其它软阔类 3枫香,阔叶林,其他难燃阔叶林
43-422235-Y-02893,109.741387,27.899625,人工,0.65,1335,14,15.7,中龄林,7柏3马,针叶林,柏木林
